AAPL
AVB
CNC
HUM
WTW
FRFHF
WEC
ROK
RJF
BRO
CSGP
NET
XYL
WPM
WDS
FITB
CVNA
ON
CCL
HEI
BCE
CVE
PPG
TSCO
HUBS
TTWO
LYB
ANSS
NVR
EQR
ERIC
EBAY
TW
K
VTR
DXCM
ZS
MTD
STT
FCNCA
LYV
AWK
BNTX
IOT
ADM
TPL
GPN
PHM
CAH
TEF
DOV
UAL
TYL
DTE
KEYS
BIIB
FNV
IFF
STM
NOK
HPE
DVN
CDW
PHG
SBAC
HST
EL
FTV
CHD
TPG
BR
DECK
HAL
LDOS
CQP
TROW
FE
PBA
PPL
IX
TECK
ES
NTAP
TU
NTR
GDDY
ERIE
AEE
BGNE
BAH
ZM
ILMN
HUBB
WY
CPAY
WDC
HBAN
ROL
CCJ
WST
PUK
PTC
CINF
CBOE
EQT
WRB
STE
ZBH
PINS
RF
ATO
FTS
SYF
LPLA
TDY
LII
STX
MKC
CMS
TSN
BF-A
FSLR
HOOD
COO
TEVA
EME
MRNA
SNWV
PKG
SNAP
STLD
WBD
EXPE
MKL
BLDR
NTRS
MDB
CLX
RCI
OMC
TRU
ARE
EXE
ZBRA
INVH
CNP
BBY
MT
IP
CSL
ESS
WAT
WSO
LH
PFG
CRBG
DRI
MAA
HOLX
CFG
FOXA
NRG
MOH
LUV
BAX
JBHT
BALL
ICLR
GEN
TS
AER
RYAN
CG
DG
CTRA
IHG
L
SUI
J
SNA
SSNC
ULTA
FDS
DGX
MAS
DKNG
TER
KEY
VRSN
WLK
BEP
SMCI
WSM
TOST
EXPD
YUMC
HRL
AVY
NTNX
UTHR
WMG
FNF
PSTG
GFL
NI
PNR
IEX
AMCR
KIM
SYM
RPRX
DT
PODD
MANH
UDR
GPC
DKS
UI
EC
DOC
BIP
NWSA
BURL
EG
RBA
ENTG
RS
MRO
LNT
OC
GWRE
ALGN
AKAM
AVTR
XPO
AMH
USFD
ONON
TXT
NTRA
GFI
VIV
AZPN
CF
TOL
TRMB
THC
RVTY
BSY
MNDY
EQH
H
SWK
CASY
WES
ACM
BXP
DPZ
INCY
NDSN
ELS
GMAB
COHR
CNH
DOCU
MORN
CPB
RGA
EVRG
VTRS
POOL
SWKS
ZG
GLPI
JBL
FLEX
RNR
FIX
AGR
DLTR
GGG
CE
ARCC
LAMR
AFRM
UHS
FFIV
EWBC
FTAI
SMMT
JKHY
PCVX
CW
REG
UHAL
TTEK
JEF
TWLO
CNA
SAIA
JLL
APTV
TXRH
SFM
JNPR
PFGC
EXAS
CLH
BMRN
DUOL
CACI
CPT
LOGI
KGC
WPC
PAYC
RL
NVT
EMN
CHRW
OKTA
NBIX
SJM
FMS
SOFI
ALLE
SRPT
CYBR
HLI
UNM
TECH
WMS
SCI
AES
PPC
INSM
PSN
LBRDA
ITT
WPP
OHI
DVA
PAA
TAP
FTI
MGA
TFII
DAY
CCK
BJ
NCLH
ATR
NICE
ENPH
BWXT
RRX
ALB
MGM
TPR
LW
SNN
LECO
CUBE
IPG
FND
CHWY
PR
MBLY
AOS
BPYPP
MKTX
AFG
EPAM
BEN
ALLY
NLY
EMRAF
BLD
CTLT
WYNN
WTRG
SF
ACI
UWMC
PCTY
FBIN
OVV
AA
AEG
CHDN
RIVN
SLV
EHC
EVR
PAG
GNRC
MUSA
AIZ
PNW
REXR
GME
KNSL
GMED
ARMK
HLNE
BIO
COKE
SNX
MEDP
VNOM
WWD
PSO
MTZ
SEIC
ONTO
RGLD
PCOR
LKQ
GL
EXP
WCC
EXEL
TFX
FRT
QGEN
BSAC
MLI
PRI
MTCH
SKX
ALSN
CRL
FHN
STN
APG
AAON
AYI
HAS
WAL
CIEN
NYT
ITCI
SIRI
WIX
ORI
GLOB
CR
EDR
FLR
KBR
AIT
HSIC
ENSG
CNM
FYBR
RVMD
AAL
WBS
LAD
DSGX
ROKU
DTM
ALTR
DCI
PEN
FN
X
APA
INGR
VNO
BRBR
EGP
BRKR
GTLB
ROIV
MOS
OLED
USO
AUR
GPK
KNX
WING
CZR
AGI
MHK
PHYS
CMA
PAAS
INFA
FSV
SUM
TPX
CFLT
LEGN
HRB
TTC
RBC
LNW
BRX
DBX
AXTA
PNFP
ESTC
CFR
S
VFC
ADC
VKTX
CHE
WBA
AR
CBSH
FMC
OGE
BERY
LTM
OTEX
NNN
MTSI
FOUR
DRS
U
HESM
CLS
VOYA
AGNC
GIL
CIGI
SMAR
GAP
BFAM
IVZ
WTFC
CHRD
ZION
PARA
DOCS
BNT
APPF
MASI
BWA
SSD
ASTS
TREX
JXN
RGEN
CRS
LNTH
ATI
SSB
UFPI
AGCO
ESAB
HQY
DINO
HII
COLD
ASND
RRC
ALV
WFG
FR
SNV
GKOS
LBTYA
GXO
RLI
CMS-PB
SAIC
BLCO
RHI
TMHC
FCN
DJT
STAG
STEP
GNTX
PB
CGNX
DLB
MIDD
FLS
AM
UELMO
CELH
SUN
LPX
LSCC
MAT
PEGA
BOKF
WEX
STWD
ENLC
HCP
WH
LEVI
G
PATH
JAZZ
CVLT
SATS
EXLS
SPXC
PLNT
OSK
ANF
AXS
QRVO
TX
KEX
FAF
MKSI
FRHC
ZETA
CHH
ESI
ADT
JHG
MTG
MTH
MSA
LUMN
CCCS
VERX
COTY
GGB
RHP
CWAN
MTDR
BPOP
WTS
HALO
SITE
POST
BXSL
ESNT
FRPT
AZEK
ARW
BYD
GLBE
VMI
WSC
AMKR
NUVL
CWST
DAR
CMC
CROX
BBWI
QXO
LSTR
SPSC
ELAN
MTN
R
CRDO
HR
ERJ
AN
ONB
ALK
ZWS
NOVT
MOD
PDI
IBP
LFUS
AWI
IONS
AVAV
DDS
CLF
MOG-A
BILL
COLB
NOV
RCM
LNC
ETSY
CYTK
OMF
CBT
HRI
ELF
GBCI
TRNO
BMI
CSWI
RH
MDU
IEP
TKR
OBDC
CRUS
INSP
MMSI
AMG
LCID
NXT
KRG
KBH
NSIT
NXST
REYN
COOP
VNT
SRCL
WFRD
WHR
BECN
FSK
VRNS
CTRE
OLLI
CWEN
EPRT
SIGI
MDGL
SLGN
BPMC
NFG
IDA
BIPC
RITM
BEPC
PSLV
THO
NSA
HOMB
BCPC
PVH
THG
PJT
UMBF
USM
CHX
ACT
ICL
KD
MSGS
NVMI
PI
RDN
SEE
LYFT
SWX
DNB
PHI
RRR
BC
FNB
RKLB
ST
W
MMS
FIVE
CEF
LEA
STVN
FFIN
VVV
GTLS
SON
BCC
CRVL
SHAK
MATX
PECO
UGI
ACIW
RMBS
CACC
NE
YOU
UBSI
PFSI
CORT
QTWO
BROS
FG
CNX
SKY
BHVN
NEU
GTES
MGY
DY
CNS
CRNX
ITRI
SLG
RNA
POR
AL
FSS
SNDR
SMG
GATX
KRYS
ESGR
GPI
MARA
VLY
KTB
KRC
RDNT
EXPO
TENB
SM
ORA
OGN
CLVT
OLN
HXL
CIVI
LANC
LAZ
AVT
VIRT
NVEI
RYN
MUR
TIGO
SLM
MC
XRAY
BDC
COLM
CUZ
STRL
FLO
RARE
LTH
WTM
IRT
FCFS
CRC
BGC
EAT
ABG
SFBS
SBRA
BOX
ACA
RXO
NJR
HWC
BCO
PRCT
PIPR
BBIO
MAIN
ACLX
WK
MSM
SHC
AGO
QLYS
EEFT
FELE
RUSHA
UPST
IMVT
CALM
NCNO
ABCB
AVNT
BTG
LITE
IESC
VRRM
AXSM
M
SIM
FLG
PRMW
FIZZ
HOG
MAC
SEM
TNET
ITGR
ICUI
AB
ALKS
ROAD
HASI
ASH
BKH
IAC
NXE
ASGN
NNI
MHO
AHR
IGT
AEIS
LRN
OSCR
OGS
CPA
SG
HIMS
LOPE
GSHD
SIG
KMPR
FUL
ZI
GBDC
PAGP
HL
CRSP
WHD
ACHC
TXNM
CCOI
OPCH
IPAR
ALVO
PLXS
VCTR
PII
ENS
AX
KAI
ALIT
FLNC
INTA
SITM
IBOC
WEN
BLKB
SANM
SKYW
HUN
TGTX
MCY
ADMA
OR
RIG
BOOT
AEO
TPH
GOLF
FTDR
HGV
GLNG
SPR
JWN
IDCC
WD
DNLI
AQN
ALGM
NMRK
SR
IIPR
CDP
VAL
KFY
ALE
GVA
SRAD
HGTY
HAE
JOBY
SGRY
DXC
DOCN
SKT
HIW
CNO
NWL
PBH
GHC
BANF
NVST
WU
CNK
DOOO
ALKT
NOG
TFSL
GBTG
ASO
ASB
AXNX
FRSH
APLE
DEI
JBT
IBRX
EGO
CAMT
WDFC
UAA
TCBI
GMS
DORM
HAYW
SLVM
AROC
HBM
BNL
DNP
PRGO
IPGP
CBZ
IRDM
EPR
BL
ENV
UCB
MRUS
INST
KTOS
CRK
TEX
STR
AUB
POWI
TDS
CVCO
CORZ
NHI
MIR
TFPM
FOLD
BTU
SMPL
SMTC
MWA
UNF
BRC
PRIM
SAM
SLAB
APLS
ABM
PBF
ARLP
RELY
BHC
HP
FULT
RNG
OTTR
CATY
URBN
MGEE
EBC
PCH
HCC
FHI
TNL
PAYO
CEIX
ESE
FIBK
USLM
SHOO
GRP-UN
IONQ
FROG
CBU
SXT
BRZE
JJSF
TGLS
RUN
HCM
CARG
HTGC
ICFI
FHB
VRN
PTON
FBP
BXMT
AKR
TEO
IOVA
COMP
LIF
EWTX
IAG
TDW
CWK
AMED
XENE
AWR
AI
NEOG
BWIN
TAC
CXT
PTCT
NMIH
GFF
BSM
PRKS
TDC
CWT
ESRT
NPO
APAM
ZLAB
ATKR
PAY
UEC
GEF
POWL
JOE
GRBK
PENN
CAAP
PTEN
MAN
RYTM
ATGE
KYMR
YETI
UE
NSP
FORM
OUT
AVA
MP
CAR
DBRG
PLTK
WSFS
SFNC
STNG
GNW
MLTX
PK
KNTK
NARI
BHF
DV
ESBA
BOH
TRN
MLCO
SNEX
REZI
ACVA
DYN
PATK
MQ
LCII
NOMD
CRGY
PRK
ZIM
MPW
LBRT
LIVN
JANX
AGYS
DFH
ACLS
LXP
WAFD
OKLO
MGRC
CCS
ABR
PRGS
RIOT
CNXC
VRNA
CVBF
ASAN
TGNA
PYCR
TMDX
KWR
SYNA
PTGX
DIOD
IOSP
CPK
AMR
GH
EVH
INDB
MANU
VAC
CC
SEB
CLSK
HUBG
FA
ARCH
WLY
BKU
ALRM
QS
AMRX
LAUR
MEOH
BANC
FCPT
QDEL
VCYT
SDRL
EE
CPRX
APPN
HTLF
LFST
VSTO
RPD
AY
PSMT
USAC
CDE
SRRK
GPOR
AGIO
EQX
SPB
IQ
AMPH
VC
PPBI
DBC
BFH
PFS
TRMD
FFBC
ASTH
OII
GERN
WULF
HBI
KLIC
ARCB
IBTX
TBBK
DRVN
MCW
UTF
ACAD
PLUS
RSI
ARWR
TWST
VSCO
MTX
PLMR
GPCR
IDYA
EPAC
LGIH
B
GDRX
HNI
CALX
EVGO
GTBIF
GRND
CAKE
PTY
ALHC
VSH
TRUP
LBPH
FBK
AMBA
ENOV
ENR
AZZ
SBCF
HWKN
TTMI
IVT
YELP
MBC
GT
ENVA
SPNT
NABL
ADUS
AVPT
CPRI
WERN
IRTC
PSEC
SWTX
OMCL
GOF
BTE
VERA
PCT
OSIS
BANR
VZIO
FIVN
BE
WGS
TRIP
FLYW
SXI
AMBP
TR
AG
NGD
FL
RNST
PRVA
TCNNF
KROS
FRME
BKE
SBLK
NXRT
VCEL
SWI
GCMG
MYRG
STRA
TRMK
NFE
MTRN
GDV
AKRO
GEO
JAMF
AAP
SLNO
INSW
GOGL
VSEC
AIR
EQC
NBTB
PAR
WSBC
AIN
AAT
WVE
HLMN
EVTC
CNMD
ZD
TFIN
SPNS
UFPT
VICR
SHO
PTVE
HURN
ALG
KSS
TNDM
VIAV
CENT
ROCK
CLOV
EXPI
GSAT
WRBY
MYGN
JBLU
AZTA
ROIC
EFSC
HTH
DKL
USA
RXST
PINC
CRI
EXTR
LMAT
SAH
KMT
AGM
EVCM
LGND
BLTE
HI
MRCY
PRM
CNTA
VVX
WOR
KYN
TXG
CLM
SEMR
LILA
MNKD
TROX
SYBT
MRVI
STC
DNUT
HEES
CABO
THS
ENLT
OFG
TSLX
ROG
IAS
DNN
CXM
ERO
SUPN
VYX
HRMY
GBX
PDCO
SJW
OSW
RXRX
TALO
CRTO
MIRM
FTF
GNL
PRG
SMR
BEAM
SOUN
GLPG
CLBK
NHC
DRH
NEP
DSGR
MODG
SKWD
LOB
SAND
AGX
OBDE
ARVN
EVT
PROK
UPWK
SOC
AILIH
MSDL
KOS
CASH
LTC
HE
ASAI
RVLV
LGF-A
GTY
DBD
FBNC
IREN
MAG
CMPR
LEU
KAR
NRIX
OI
MGNI
CHCO
NBHC
NEO
AVDX
PZZA
EPC
PWP
PLUG
CLDX
BBUC
NWBI
ADNT
VRE
WMK
PD
LMND
DFIN
GETY
MBIN
FCF
TY
LKFN
OXLC
RAMP
WOLF
NVCR
VRDN
COCO
TARS
OCUL
BCRX
CNXN
TNC
MLNK
CSTM
APOG
STGW
SCL
CODI
SYRE
FNMA
GAB
CENX
BCYC
DHT
NTB
HPK
CERT
WGO
BBU
TNK
LEG
RUM
CIFR
KNSA
ATRC
AMRC
VECO
SNDX
UPBD
NAPA
CVI
LC
FOR
GTX
ETV
LZB
AMC
NMM
INFN
GLP
CHEF
NAVI
BOWL
BV
HROW
DVAX
DAC
PDO
MLKN
ANDE
FDP
TDOC
HLIO
BHE
GSBD
SA
NIC
ENVX
XHR
VRTS
NVAX
SAFE
IMCR
NAMS
FSM
SFL
CXW
SASR
RCKT
DOLE
ORLA
HMN
WKC
KRP
SPHR
KN
FOXF
SPT
NWN
ZUO
NGVT
NTCT
SONO
AVDL
HOPE
ELME
VITL
XPRO
CTS
STEW
WT
CGAU
KW
NVEE
NEXT
SILV
UMH
UCTT
KEN
MMI
VBTX
TLRY
PLAY
CUBI
PRDO
PEB
SRCE
STBA
XNCR
STEL
APLD
NN
COMM
AMN
JBGS
HELE
LADR
DAWN
UTZ
IART
MTTR
TWKS
PLAB
GENI
MCRI
VET
NTLA
CRCT
ASPN
TCBK
HYT
CDRE
DEA
AMWD
UP
BLMN
GO
RCUS
SILA
NSSC
BUSE
HLX
AHCO
STAA
DAVA
SPRY
RLJ
CSGS
WABC
NX
SCS
ARDX
ULCC
ALEX
DCBO
REVG
BFS
GEL
TPC
GYRE
ELVN
PGNY
QCRH
BLBD
ADEA
SBH
IRON
TVTX
KRO
OCSL
BB
VRNT
RBCAA
GIII
WINA
INMD
BRDG
FSCO
FLNG
GSG
PSFE
WLFC
PBI
HLIT
THRM
UVV
SDGR
COGT
RDFN
WTTR
MRTN
IMAX
GATO
KURA
MFA
LZ
DMLP
MFIC
LOMA
NRP
UNIT
DNOW
ACHR
CNNE
PRAX
PDM
BKD
VTEX
NMFC
PX
BMBL
CMPO
AGLY
WWW
IE
OPEN
SSRM
BST
CSR
GAM
ARI
UNFI
SABR
CIM
INVA
ESTA
USPH
VSAT
EIG
QQQX
SAVA
RES
EXK
NTST
GABC
LPG
LVWR
ANIP
SPH
BY
JELD
IMKTA
AIV
KALU
SEZL
MSC
GDYN
HCI
OLPX
TWO
CRAI
UDMY
DCOM
ANGI
BHLB
CDNA
ARHS
WOOF
QNST
IDT
PMT
ALX
SAFT
UUUU
NG
COHU
ACMR
RC
PGRE
KBDC
PHAT
EOS
ALGT
CSWC
CMRF
VRNOF
OXM
MAX
EVRI
ATSG
SII
HY
KRUS
AMPL
KFRC
ATUS
TBLA
TASK
PEBO
AHH
ULH
DAN
ATEC
SSTK
COLL
PLYA
PNTG
COUR
MXL
TRS
PDFS
MSEX
ECPG
REAX
AORT
KRNT
TGI
ATEN
OCFC
MGPI
BLFS
IMTX
FBRT
XPEL
ROOT
NRDS
BCSF
BORR
MD
FIGS
AGL
CBRL
CARS
NEXA
HOV
FBMS
EFC
DGII
PHR
OPK
NYAX
MRC
TIXT
ODP
ARR
AUPH
CAL
AMSF
AAPI
PXPC
FVRR
ERII
FWRG
VIR
PDX
VTLE
JBI
AMAL
SCSC
SHCO
BBN
TILE
GIC
EOLS
SKE
BBDC
IGMS
WEAV
DK
XRX
APLT
FWRD
BELFA
ARRY
BRKL
MDRX
MDXG
FSLY
IHS
ADV
ARLO
OBK
FSUN
OMI
PLSE
SBSI
ORKA
GRC
BSIG
VHI
MESO
CTOS
DX
SEDG
RWT
ARQT
ARIS
BZH
BBSI
XMTR
VTOL
CSTL
AOSL
PRTA
ACDC
JACK
CRF
PLYM
INVX
CTBI
PAHC
TMP
UTL
CNOB
ZYME
ZIP
PRO
BFC
CMCO
CAPR
ECC
SCVL
KIND
FMBH
JBSS
EVEX
BXC
NCDL
ACEL
YEXT
MEG
CWH
AMSC
ETW
SHLS
RLAY
AUTL
LQDA
ICHR
ETWO
AVAH
RDWR
BLND
CGEM
CINT
UTI
TRNS
AMTB
BDN
PFC
AMRK
THR
MBUU
CMTG
OEC
HSTM
BITF
BVS
DCO
PLRX
DDL
PARR
CCB
SXC
DHC
GES
GHLD
CGBD
TYRA
SEAT
BJRI
FIP
HTZ
LMB
HTLD
MATV
AVNS
CFFN
SITC
AVO
PDS
FMCC
TPB
ETNB
SLRC
DLX
CECO
GOGO
GDEN
ENFN
GSL
TTGT
MNRO
BASE
EEX
REPL
PFLT
EFXT
EYE
EMBC
CAPL
CBL
UVSP
SLN
DNTH
OLO
IGR
KREF
GPRE
VVI
PRAA
CRON
HCSG
PTLO
MNTK
EGBN
ABCL
BRSP
HSII
PENG
PHK
PCN
WLKP
CATX
SANA
HAIN
INNV
QDMI
VMEO
HFWA
REX
CFB
SKYH
IIIV
DXPE
ANNX
ECVT
ARKO
BFST
GRNT
FCBC
PRA
GLDD
TIPT
HAYN
FFC
SPLP
SHEN
HLF
TREE
ASIX
TK
PCRX
FCCN
MCBS
MLR
RSKD
STKL
TH
AC
RPAY
WNC
LENZ
OSBC
SCWX
ERAS
SNCY
DSP
CPF
SWIM
TRIN
VTS
RA
NUVB
ORRF
PUMP
ADPT
ASTE
ABUS
PUBM
LAB
CCO
IMNM
KELYA
SPTN
MATW
OCS
TRTX
HBNC
BALY
KOP
USNA
LXRX
NBR
MBWM
SMWB
DBA
ETD
SCHL
SBC
HAFC
RYI
IBCP
WSR
NOVA
PAXS
SMP
GCI
TCPC
NCMI
PRLB
HBT
GOOD
SSII
BGS
DDI
UAN
LDI
FMCB
HCKT
GSBC
SMBC
CCAP
INN
GGN
WRLD
DJCO
CVLG
GNK
ANAB
AXL
LPRO
BTO
IFN
EOSE
CRSR
AIOT
HZO
ORIC
EQBK
NVRI
WLDN
PFN
LQDT
NPWR
DMRC
STRW
FSBC
ATXS
TRML
OLMA
GOLLQ
CTLP
STOK
TGB
RGR
FLGT
PL
PPTA
CTKB
YMAB
IRWD
EVER
FDUS
KIDS
MREO
CDMO
TRDA
AAOI
ABL
FNKO
EXAI
KUBR
OSPN
TRST
CLNE
OPAL
VEL
IRMD
BHK
HPP
EZPW
TSAT
NGVC
RBBN
HUMA
EYPT
CION
AXGN
CAC
MLAB
ETJ
HBIA
NTGR
OFIX
MTUS
MOFG
GDOT
LASR
RVNC
DAKT
ATRO
MCB
LEGH
MCS
FPH
XPOF
ATEX
HTBK
GMRE
PLPC
CCBG
ORC
TECX
WASH
SVRA
ACIC
TNGX
INDI
OPY
WEST
EVOH
GTN
CNDT
CTO
GLASF
LXU
HTBI
ALTI
PML
ASC
FPI
SIBN
SWBI
PGC
AVXL
TERN
NR
SEI
PACB
HIPO
OLP
CRMD
UVE
FUBO
INOD
THRD
CASS
IMXI
REPX
CELC
BIT
NGNE
CSV
CYH
FFWM
OPFI
ESQ
QTTB
SMBK
SPFI
HKHC
UHT
AMPS
FRPH
SLP
CEVA
CRD-A
RSVR
GEVO
EGY
CRVS
CNSL
ATLC
BGB
NOTR
ALLO
BME
GLUE
VREX
BAND
KRT
RXT
FTHY
AMBC
CCNE
METC
SVC
SRDX
OFLX
MSBI
CHCT
HONE
LRMR
BH-A
MPB
RYAM
IIIN
CHPT
NEXN
NGL
ZUUS
TALK
FLWS
GLAD
URGN
BUI
NYMT
NOA
PLOW
FMNB
FC
PSIX
KRRO
BBW
PSBD
SIGA
CMP
GUG
ALRS
CLFD
CGC
THFF
SSYS
LIND
NPK
PACK
THRY
DSU
NFBK
YORW
DGICA
BLW
RDW
SNDA
UFCS
LESL
AQST
QTRX
BHB
GAIN
AURA
ODC
MUX
CRLBF
LE
ASPI
GCBC
SHBI
DH
DAVE
LYTS
ADTN
AROW
ARCT
GLRE
VERV
LUNR
NNDM
PKST
VALN
OABI
UIS
PFIS
ALEC
XERS
CVGW
EBS
ACCO
HCAT
ELTP
LAND
BLDP
DIN
ALT
LMNR
CLMB
SOHU
ML
AGS
RNAC
PRME
BOC
SKYT
MNMD
GBLI
RDUS
FFIC
KRNY
VALU
ACTG
URG
LOVE
ABSI
PNNT
TCBX
ITIC
LSAK
NVTS
IVR
MYE
SB
KE
KALV
NWPX
SHYF
EAF
GDLC
SERV
TTI
ZVRA
FNA
NFGC
HNRG
HOUS
MGTX
SLI
TVGN
MLP
MERC
GPRK
GAU
NRC
SENEA
OBE
CARE
EWCZ
TRC
CCSI
VLGEA
GNE
PSTL
GHRS
MEC
RGNX
WOW
CBNK
DHIL
DNA
XPER
TWI
FDMT
FHTX
RDVT
ASA
DFP
PRTH
ETO
LINC
EVN
HYLN
BSRR
AEHR
BIGC
SD
GBAB
GRPN
CLW
MOV
TBPH
USAP
BIOX
DBO
COOK
RMR
IAUX
ESPR
BWB
EBTC
NLCP
CLDT
RBB
HBB
INRE
ZEUS
MITK
FFA
BYND
DDD
BSVN
SFIX
LAZR
ZUMZ
PKOH
RMAX
SGU
UNTY
LWAY
BBAI
RICK
RWAY
CCRN
LWLG
PERI
VBNK
LXFR
HBCP
MXCT
GUT
BRY
CWCO
XFLT
KODK
BFLY
KIO
FMAO
NL
LSEA
CURV
LGTY
FISI
ZIMV
SAGE
CVEO
GNTY
HFRO
CCCC
HNST
ORGO
SGMO
EFR
EUBG
TKNO
AMLX
HRZN
BWMN
LOCO
WTBA
VYGR
NRIM
JILL
SCM
HVT
NVEC
RRBI
TSHA
TRUE
PRQR
BMRC
SDST
AMCX
FBIZ
ACNB
DCGO
CWBC
AKBA
CIX
RCS
TSNDF
TRAK
NYXH
LAW
GAMB
NATH
ONEW
BMEA
ACRE
TCMD
ARTNA
FSBW
XOMA
EHAB
PFL
HDSN
FARO
JAKK
SLQT
NREF
LNZA
CLPT
QUAD
NEWT
SMRT
RFMZ
PSNL
NAUT
YUMM
NWBO
ASG
VMD
NECB
EVLV
IPI
AIRS
DENN
KMDA
PTSI
HEAR
CYRX
APPS
MTW
JOUT
MSB
MPX
CIVB
ATNI
MTA
NODK
AIRJ
OOMA
CMPS
GMGI
SAR
HRTG
CRMT
TITN
WEYS
OUST
JSPR
CVRX
SPOK
TMC
RLGT
BYRN
SFST
NUS
ALDX
WTI
BLZE
HLLY
GHM
MTRX
GTI
DOMO
REAL
SNBR
JWSM
VPG
ITOS
MEI
ITI
SSBK
OBT
RZLT
GWRS
FLXS
DSGN
CERS
OSUR
INBK
JMSB
EB
RMM
FDBC
PFMT
PANL
UNTC
OIS
BYON
SPXX
BBCP
COFS
BRT
TTSH
DCTH
GILT
IHRT
RM
REFI
INZY
WSBF
BGT
GENC
FNLC
REI
PBFS
ALNT
LIEN
CZNC
GHI
NEN
MCFT
SSP
DBI
PCOK
FLIC
SMTI
GCO
TMCI
FORR
EGHT
DSX
RNGR
MAMA
ACIU
USCB
CZFS
ZURA
FRST
QURE
BLDE
ASLE
SDSYA
CLPR
CTV
STRO
PKE
VNDA
ZYXI
PINE
BCML
ADCT
AVIR
WHF
ABEO
RLTY
RAIL
CDXC
RGP
ANGO
NRGV
AEF
CBAN
IMMR
PCB
APEI
SERA
AWCA
FCT
TG
FF
EIC
BTMD
ASUR
SAVE
AIP
UHG
OCGN
TPVG
LNKB
CTGO
MG
AMPY
SLAMF
GOCO
PMX
IRBT
ACCD
RCEL
FATE
HRTX
CLYM
AVNW
LTCN
POET
BCHG
BNED
BARK
ONTF
PDLB
RGTI
SVII
PKBK
AEYE
INSE
PMF
NLST
PLL
TLS
KFS
BKT
PLBC
FGPR
SGC
TTEC
SGHT
EVI
RENE
ANIK
ACRV
AYRWF
MVBF
VRDR
AENT
NGS
BPRN
PMTS
AKA
ENTA
SBT
GROY
TCRX
ATLN
ARQ
LUNG
AMRN
ORN
RIGL
RBTK
SABA
SOPH
BDSX
HURA
TSBK
OZ
TCI
NATR
EDIT
ILPT
BETR
TSI
RLEA
SIFY
SPIR
QRTEA
IVA
SNFCA
ONIT
FVCB
PGEN
ATYR
JRVR
SRG
OMER
NWFL
CIA
LYEL
BLFY
CHMG
ARL
FUND
HITI
NC
PSTX
RCAT
BWFG
MGNX
MRSN
OKUR
TSVT
MODV
MBCN
LCNB
BHR
TBI
XBIT
CMPX
OVLY
